project_id,state,constituency_type,project_category,estimated_cost,sanctioned_amount,expected_duration_days,elapsed_days,progress_pct,contractor_id,contractor_past_delays,monsoon_overlap_days,material_inflation_index,labor_shortage_index,terrain_difficulty,sanction_year,actual_final_cost,actual_delay_days
MPLADS-0153,Odisha,LOK_SABHA,Other Public Assets,5919622.62,4876812.21,372,196,68.67,CTR-195,15,73,0.9552,0.2806,PLAIN,2023,5072907.67,112.03
MPLADS-0154,Andaman and Nicobar Islands,RAJYA_SABHA,Electrification,24433826.23,22230811.75,197,33,12.8,CTR-074,2,36,1.0639,0.5552,HILLY,2024,29384450.23,77.81
MPLADS-0155,Delhi,LOK_SABHA,Community Halls,23892388.79,24915932.9,320,265,85.47,CTR-190,4,36,1.1761,0.043,COASTAL,2025,33322311.27,32.18
MPLADS-0156,Nagaland,RAJYA_SABHA,Sanitation,48004220.35,45541153.85,168,162,100.0,CTR-114,7,14,1.1434,0.7334,DESERT,2023,66767190.18,67.92
MPLADS-0157,Goa,LOK_SABHA,Sanitation,4963512.84,4508574.52,298,158,33.27,CTR-146,13,67,1.2525,0.497,COASTAL,2024,6890505.31,120.13
MPLADS-0158,Ladakh,LOK_SABHA,Roads,46702723.66,48301200.74,329,269,98.22,CTR-088,4,13,1.0745,0.2125,HILLY,2023,65070643.22,60.28
MPLADS-0159,Bihar,LOK_SABHA,Electrification,14111058.25,11381279.27,126,46,61.17,CTR-038,13,71,1.0861,0.8218,PLAIN,2025,14715760.8,110.89
MPLADS-0160,Delhi,LOK_SABHA,Bridges,2416768.76,2132160.19,180,134,62.95,CTR-113,8,30,1.0772,0.3462,PLAIN,2023,2607223.9,56.4
MPLADS-0161,Manipur,LOK_SABHA,Sanitation,42830615.35,36011747.5,254,193,69.36,CTR-123,10,51,1.2965,1.0,HILLY,2023,64266736.34,130.53
MPLADS-0162,Goa,LOK_SABHA,Education,1903016.64,1874683.27,479,666,100.0,CTR-146,13,87,1.1594,0.9072,COASTAL,2025,2783256.4,124.08
MPLADS-0163,Andaman and Nicobar Islands,LOK_SABHA,Sports Infrastructure,15325868.27,13149903.26,286,266,87.78,CTR-144,6,53,1.111,0.1542,COASTAL,2023,17370788.48,60.57
MPLADS-0164,Gujarat,RAJYA_SABHA,Community Halls,28316075.72,24980340.05,289,139,47.26,CTR-119,3,22,0.9662,0.3644,PLAIN,2023,25003029.22,25.63
MPLADS-0165,Arunachal Pradesh,LOK_SABHA,Sports Infrastructure,49547859.28,49328410.87,223,314,95.83,CTR-007,1,40,0.9527,0.2882,PLAIN,2023,47768780.98,27.17
MPLADS-0166,Chandigarh,LOK_SABHA,Drinking Water,27857242.45,25296712.13,453,562,92.58,CTR-035,14,52,1.1752,0.7,PLAIN,2024,36794610.76,79.54
MPLADS-0167,Punjab,LOK_SABHA,Sports Infrastructure,38035827.4,34156576.77,277,355,100.0,CTR-194,5,33,1.1768,0.4966,COASTAL,2025,48883118.21,56.59
MPLADS-0168,Himachal Pradesh,RAJYA_SABHA,Other Public Assets,9022447.85,8443548.24,455,522,95.74,CTR-122,10,56,0.9934,0.3535,HILLY,2024,10576338.49,90.25
MPLADS-0169,Tamil Nadu,RAJYA_SABHA,Bridges,8145009.85,7134178.8,243,324,100.0,CTR-109,7,22,1.1384,0.4801,PLAIN,2024,9627535.24,49.1
MPLADS-0170,Goa,LOK_SABHA,Community Halls,46329187.85,44275546.35,283,218,94.1,CTR-121,7,68,1.2749,0.8607,COASTAL,2024,73011006.59,105.47
MPLADS-0171,Jammu and Kashmir,LOK_SABHA,Drinking Water,13205456.66,13024809.88,159,17,7.22,CTR-126,9,0,1.1107,0.9225,HILLY,2025,19327421.49,88.99
MPLADS-0172,Mizoram,LOK_SABHA,Electrification,2697666.2,2830981.79,345,450,98.07,CTR-063,5,46,1.038,1.0,HILLY,2023,3841752.94,81.63
MPLADS-0173,Manipur,LOK_SABHA,Healthcare,34879373.17,31090630.02,249,59,30.76,CTR-057,8,36,1.2842,0.8684,HILLY,2024,54008882.64,129.28
MPLADS-0174,West Bengal,LOK_SABHA,Other Public Assets,3559692.07,3579383.64,123,40,46.42,CTR-101,13,49,1.0206,0.0518,PLAIN,2024,4002186.2,71.42
MPLADS-0175,Ladakh,LOK_SABHA,Education,4605343.03,3866795.72,490,306,61.77,CTR-108,10,15,1.0462,0.6198,HILLY,2024,5471536.55,75.79
MPLADS-0176,Uttarakhand,LOK_SABHA,Education,16440687.04,15501577.74,224,93,35.87,CTR-013,11,14,1.1203,0.687,HILLY,2025,23507738.06,100.54
MPLADS-0177,Tripura,LOK_SABHA,Roads,37721550.16,34171814.12,217,97,36.01,CTR-097,3,37,1.1796,0.6843,PLAIN,2024,45422454.87,46.68
MPLADS-0178,Uttar Pradesh,RAJYA_SABHA,Electrification,42682870.15,43028242.42,261,286,100.0,CTR-163,6,46,1.2904,0.6314,DESERT,2025,72718691.13,90.75
MPLADS-0179,Punjab,RAJYA_SABHA,Other Public Assets,8780915.81,9164999.0,189,72,59.54,CTR-192,10,0,1.1265,0.2112,PLAIN,2024,11688338.89,39.19
MPLADS-0180,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Electrification,25820791.26,23566233.3,161,181,83.49,CTR-075,10,47,1.3453,0.3269,PLAIN,2023,39293513.87,59.76
MPLADS-0181,Himachal Pradesh,LOK_SABHA,Sports Infrastructure,34193846.9,34346145.67,301,358,100.0,CTR-100,2,46,0.984,1.0,DESERT,2025,40394232.97,88.22
MPLADS-0182,Ladakh,RAJYA_SABHA,Healthcare,1652907.47,1385765.26,135,114,82.31,CTR-109,7,7,1.0594,0.2156,HILLY,2024,1801477.07,52.38
MPLADS-0183,Andaman and Nicobar Islands,RAJYA_SABHA,Sports Infrastructure,7309039.2,6877937.12,189,17,18.48,CTR-063,5,50,1.2574,0.6278,COASTAL,2024,10612273.22,55.31
MPLADS-0184,Andaman and Nicobar Islands,LOK_SABHA,Other Public Assets,20980245.09,19250330.9,218,95,32.67,CTR-143,4,10,1.268,0.283,COASTAL,2024,29845484.15,49.22
MPLADS-0185,Maharashtra,RAJYA_SABHA,Bridges,21488846.36,18682929.13,512,282,54.1,CTR-089,12,80,0.9826,0.47,PLAIN,2024,20702060.24,114.2
MPLADS-0186,Andhra Pradesh,LOK_SABHA,Education,10582622.78,8761145.3,458,82,0.0,CTR-129,9,61,1.237,0.9146,PLAIN,2024,13261049.5,97.49
MPLADS-0187,Chandigarh,LOK_SABHA,Other Public Assets,26035042.18,24233208.73,468,650,60.62,CTR-149,13,45,1.2741,0.7049,PLAIN,2025,37287629.48,135.25
MPLADS-0188,Tripura,LOK_SABHA,Electrification,19625509.85,17642904.92,170,78,42.05,CTR-185,7,36,1.2967,0.346,PLAIN,2025,26698135.31,53.62
MPLADS-0189,Bihar,LOK_SABHA,Other Public Assets,2283232.89,2110329.75,121,47,3.83,CTR-059,11,32,0.9792,0.1857,PLAIN,2024,2165234.15,60.7
MPLADS-0190,Delhi,LOK_SABHA,Electrification,47246276.35,46241311.31,140,14,0.0,CTR-041,2,0,1.3288,0.106,PLAIN,2025,70336790.57,3.62
MPLADS-0191,Madhya Pradesh,LOK_SABHA,Roads,7595439.99,7887579.4,348,75,14.22,CTR-144,6,46,1.1474,0.6518,PLAIN,2024,10326202.9,56.64
MPLADS-0192,Meghalaya,LOK_SABHA,Education,48991273.22,44374903.76,414,50,22.02,CTR-002,12,85,1.0221,0.9161,DESERT,2025,56227459.03,122.49
MPLADS-0193,Andaman and Nicobar Islands,LOK_SABHA,Sanitation,9032177.71,9325200.19,338,21,0.0,CTR-051,12,46,1.0387,0.1934,COASTAL,2024,11149220.12,112.1
MPLADS-0194,Sikkim,RAJYA_SABHA,Drinking Water,32198562.99,30155077.11,456,84,21.39,CTR-132,8,52,1.2514,0.3353,HILLY,2024,48782262.11,91.1
MPLADS-0195,Assam,RAJYA_SABHA,Bridges,22705591.5,22865634.51,232,296,100.0,CTR-063,5,47,1.3367,0.9037,HILLY,2024,40653793.51,116.78
MPLADS-0196,Chandigarh,LOK_SABHA,Other Public Assets,21273100.34,17948215.5,133,5,0.0,CTR-088,4,24,1.1303,0.3695,PLAIN,2024,22711159.81,40.62
MPLADS-0197,Andhra Pradesh,LOK_SABHA,Sports Infrastructure,38358240.94,38702708.31,286,80,31.77,CTR-041,2,69,1.068,0.6588,PLAIN,2023,44906142.04,66.56
MPLADS-0198,Sikkim,LOK_SABHA,Other Public Assets,38655108.95,35759025.81,243,280,100.0,CTR-174,11,25,1.1434,1.0,HILLY,2025,55665049.5,132.88
MPLADS-0199,Chandigarh,RAJYA_SABHA,Drinking Water,31527403.69,28590856.11,153,117,77.85,CTR-069,1,12,1.2924,0.9093,DESERT,2025,46758753.92,46.35
MPLADS-0200,Meghalaya,LOK_SABHA,Education,21076070.56,18178041.06,311,251,93.69,CTR-095,14,91,1.1304,0.4074,HILLY,2024,27464977.21,123.21
MPLADS-0201,Uttar Pradesh,LOK_SABHA,Roads,48119711.01,46998993.0,225,336,92.79,CTR-143,4,0,1.1722,0.6118,PLAIN,2024,63594075.86,39.58
MPLADS-0202,Madhya Pradesh,RAJYA_SABHA,Drinking Water,7128824.36,5827120.64,517,382,82.17,CTR-083,2,55,0.997,0.8846,COASTAL,2023,6697767.61,82.99
MPLADS-0203,Arunachal Pradesh,RAJYA_SABHA,Bridges,22715916.0,19322642.82,433,454,90.87,CTR-014,12,48,0.9785,1.0,HILLY,2023,25366817.14,96.7
MPLADS-0204,Rajasthan,LOK_SABHA,Electrification,13161142.34,13740893.51,401,19,25.48,CTR-080,10,32,1.1648,0.6553,PLAIN,2024,18520055.5,77.71
MPLADS-0205,Mizoram,LOK_SABHA,Electrification,17342781.49,14523854.71,158,44,33.27,CTR-004,7,0,0.9783,0.2305,HILLY,2025,16860446.06,58.49
MPLADS-0206,Odisha,RAJYA_SABHA,Electrification,40867386.42,40796680.04,102,116,88.81,CTR-141,15,0,1.0346,0.2421,HILLY,2024,54521726.6,69.63
MPLADS-0207,Chhattisgarh,LOK_SABHA,Sports Infrastructure,45534780.48,38891134.3,351,523,100.0,CTR-040,10,56,1.1112,0.4448,COASTAL,2023,50089398.52,113.35
MPLADS-0208,Kerala,LOK_SABHA,Healthcare,17540760.46,18154610.75,96,90,98.26,CTR-176,7,0,1.0534,0.8197,PLAIN,2024,21463535.59,65.44
MPLADS-0209,Sikkim,LOK_SABHA,Electrification,10476809.01,9824534.45,235,20,37.76,CTR-076,7,14,0.9907,1.0,HILLY,2023,12343851.46,83.43
MPLADS-0210,Andaman and Nicobar Islands,RAJYA_SABHA,Community Halls,28643069.32,24592191.74,332,364,88.72,CTR-199,5,51,0.9773,0.856,HILLY,2023,30538145.32,116.05
MPLADS-0211,Tamil Nadu,LOK_SABHA,Bridges,48951028.4,48274320.74,359,63,30.57,CTR-157,2,45,1.1548,0.1656,COASTAL,2025,63552882.67,45.41
MPLADS-0212,Lakshadweep,LOK_SABHA,Community Halls,42179967.05,43395564.23,316,144,39.41,CTR-165,6,37,1.1576,0.6534,COASTAL,2024,59127068.54,71.81
MPLADS-0213,Tripura,RAJYA_SABHA,Bridges,23682718.27,22472202.05,338,466,100.0,CTR-075,10,46,1.0103,0.257,PLAIN,2024,24743169.9,38.3
MPLADS-0214,Odisha,LOK_SABHA,Sports Infrastructure,9743937.77,8131571.21,154,54,28.43,CTR-193,9,79,1.1769,1.0,HILLY,2024,13211873.2,106.25
MPLADS-0215,Tripura,LOK_SABHA,Other Public Assets,24723280.23,23207245.75,420,12,0.0,CTR-114,7,50,1.0096,0.5841,PLAIN,2024,25070667.92,92.65
MPLADS-0216,Telangana,LOK_SABHA,Sanitation,49598818.28,42598877.17,132,180,97.31,CTR-004,7,22,1.2118,0.5363,PLAIN,2025,61998100.84,64.63
MPLADS-0217,Uttar Pradesh,RAJYA_SABHA,Education,6048912.01,5275236.05,435,348,75.75,CTR-174,11,58,1.1416,0.4939,PLAIN,2025,6801925.33,70.1
MPLADS-0218,Andhra Pradesh,LOK_SABHA,Sanitation,37937202.17,33398022.38,429,379,92.02,CTR-172,1,59,1.0694,0.7632,PLAIN,2023,38804318.74,64.8
MPLADS-0219,Arunachal Pradesh,RAJYA_SABHA,Community Halls,27762565.16,27558575.08,378,180,44.79,CTR-172,1,49,1.0066,0.5661,HILLY,2023,35282786.88,67.68
MPLADS-0220,Uttar Pradesh,LOK_SABHA,Other Public Assets,3989230.52,3872821.39,195,0,21.01,CTR-069,1,60,1.2315,1.0,HILLY,2024,6241388.19,75.85
MPLADS-0221,Haryana,LOK_SABHA,Roads,43879061.14,36888575.13,407,222,42.29,CTR-169,5,37,1.2212,0.7906,PLAIN,2024,52219154.41,92.7
MPLADS-0222,Assam,RAJYA_SABHA,Sports Infrastructure,36626036.59,31157052.87,272,86,58.01,CTR-174,11,86,1.3192,0.9866,PLAIN,2024,51276677.46,139.29
MPLADS-0223,Bihar,RAJYA_SABHA,Other Public Assets,23617408.69,20801789.68,338,145,40.36,CTR-096,4,70,1.2054,0.8996,PLAIN,2025,28476782.77,84.81
MPLADS-0224,Maharashtra,LOK_SABHA,Education,32601358.77,26513318.86,474,242,64.68,CTR-035,14,72,0.9656,0.2729,PLAIN,2024,27271944.02,91.02
MPLADS-0225,Punjab,LOK_SABHA,Electrification,43569721.79,44463826.93,140,22,30.64,CTR-091,6,12,1.3166,0.4548,PLAIN,2024,70855291.72,51.31
MPLADS-0226,Mizoram,LOK_SABHA,Healthcare,7543007.44,6244412.66,274,54,29.34,CTR-158,8,37,1.2449,1.0,HILLY,2025,10228702.15,106.05
MPLADS-0227,Uttarakhand,RAJYA_SABHA,Education,33594979.57,30237262.32,165,118,67.09,CTR-178,2,0,1.341,0.6444,HILLY,2024,51459398.71,49.61
MPLADS-0228,Meghalaya,LOK_SABHA,Sanitation,30788783.76,31567596.97,288,245,100.0,CTR-171,1,92,1.1672,0.4673,HILLY,2023,46375651.95,94.93
MPLADS-0229,West Bengal,LOK_SABHA,Drinking Water,12215457.12,12549248.51,261,292,100.0,CTR-038,13,65,1.2617,0.4859,DESERT,2024,20825096.88,89.58
MPLADS-0230,Ladakh,LOK_SABHA,Sanitation,46244170.12,43294851.68,303,188,84.84,CTR-082,6,14,1.1529,0.6384,HILLY,2024,64932219.46,66.85
MPLADS-0231,Jharkhand,LOK_SABHA,Healthcare,4212425.22,3823418.18,301,37,6.91,CTR-155,6,53,1.1841,0.9669,PLAIN,2023,5563179.22,76.9
MPLADS-0232,Chandigarh,LOK_SABHA,Roads,9481995.54,8030139.51,291,209,96.03,CTR-112,12,23,0.9684,0.6626,DESERT,2024,9267222.11,95.08
MPLADS-0233,Gujarat,RAJYA_SABHA,Community Halls,21687394.99,17436211.78,189,67,35.57,CTR-200,15,36,1.216,0.704,COASTAL,2025,27178353.17,82.37
MPLADS-0234,Gujarat,LOK_SABHA,Community Halls,16944532.55,17056992.83,489,54,13.36,CTR-164,6,48,1.1216,0.3948,COASTAL,2025,22288418.53,77.26
MPLADS-0235,Maharashtra,RAJYA_SABHA,Bridges,47503852.15,43502208.48,399,377,90.43,CTR-111,4,83,1.2149,0.1153,PLAIN,2023,58507403.56,43.04
MPLADS-0236,Odisha,LOK_SABHA,Sports Infrastructure,11484081.99,11140797.12,234,136,100.0,CTR-120,1,77,1.2882,0.3091,HILLY,2024,19085581.82,80.56
MPLADS-0237,Odisha,RAJYA_SABHA,Education,25565516.44,26132992.71,411,488,100.0,CTR-127,1,76,1.3018,0.3217,HILLY,2023,44519489.67,77.59
MPLADS-0238,Delhi,RAJYA_SABHA,Healthcare,46059823.41,41545092.42,536,313,64.53,CTR-146,13,39,1.144,0.9167,HILLY,2025,63520623.21,140.74
MPLADS-0239,Telangana,LOK_SABHA,Sanitation,9799105.9,9942032.41,262,21,0.0,CTR-126,9,39,1.2632,0.8556,HILLY,2024,17284381.16,98.97
MPLADS-0240,Ladakh,RAJYA_SABHA,Education,35874687.98,30123514.33,406,97,8.85,CTR-115,8,12,0.9625,0.8212,HILLY,2024,37164242.24,97.05
MPLADS-0241,Assam,LOK_SABHA,Drinking Water,45577870.09,39013909.23,383,178,56.47,CTR-049,10,91,0.9912,0.0069,COASTAL,2025,43269707.4,96.67
MPLADS-0242,Lakshadweep,LOK_SABHA,Drinking Water,33314921.18,33038919.72,378,94,20.69,CTR-131,9,51,1.044,0.5318,COASTAL,2023,39805038.55,87.76
MPLADS-0243,Nagaland,LOK_SABHA,Sports Infrastructure,44016115.84,42140111.25,235,224,100.0,CTR-158,8,44,1.2907,0.2464,DESERT,2025,69093191.25,73.5
MPLADS-0244,Lakshadweep,LOK_SABHA,Bridges,20198553.03,17399966.13,158,237,100.0,CTR-162,10,0,1.0136,0.9802,COASTAL,2024,21934197.44,62.5
MPLADS-0245,Assam,LOK_SABHA,Community Halls,8846628.71,7433804.95,498,225,41.21,CTR-043,11,88,1.1513,0.4943,HILLY,2023,11609754.19,152.61
MPLADS-0246,Nagaland,LOK_SABHA,Sanitation,29276889.72,26471439.26,252,19,0.22,CTR-017,8,51,1.1149,0.9589,HILLY,2023,38170287.24,128.4
MPLADS-0247,Sikkim,RAJYA_SABHA,Electrification,1628612.25,1553045.97,425,526,78.42,CTR-172,1,48,1.1949,0.9534,HILLY,2024,2408841.35,102.34
MPLADS-0248,Manipur,LOK_SABHA,Community Halls,27937757.7,26209443.77,352,22,0.0,CTR-025,12,50,1.0378,0.6778,HILLY,2024,37116651.13,77.37
MPLADS-0249,Arunachal Pradesh,LOK_SABHA,Community Halls,41829748.43,42832653.43,439,318,70.63,CTR-154,4,46,0.9751,0.2037,DESERT,2024,49821782.24,53.48
MPLADS-0250,Odisha,LOK_SABHA,Sanitation,18635421.67,18385156.4,202,37,3.18,CTR-129,9,19,1.2849,0.0469,COASTAL,2025,28795225.1,46.23
MPLADS-0251,Mizoram,LOK_SABHA,Sports Infrastructure,3187408.84,3240136.9,238,8,0.0,CTR-091,6,13,1.1934,0.6816,PLAIN,2025,4585045.84,81.26
MPLADS-0252,Uttarakhand,LOK_SABHA,Bridges,8926399.88,8165819.36,257,65,26.79,CTR-197,5,63,1.048,1.0,HILLY,2023,11310478.48,99.49
MPLADS-0253,Assam,LOK_SABHA,Sanitation,5595100.53,5148211.06,450,298,64.19,CTR-011,8,91,1.1124,0.405,PLAIN,2023,6493025.7,91.33
MPLADS-0254,Jharkhand,LOK_SABHA,Sanitation,23307682.68,22451495.84,109,83,68.49,CTR-110,11,0,1.2787,0.4793,PLAIN,2024,34112116.0,63.05
MPLADS-0255,Madhya Pradesh,LOK_SABHA,Drinking Water,29460903.43,24709334.11,484,643,56.96,CTR-052,3,57,1.3325,0.8752,PLAIN,2025,38591107.72,117.97
MPLADS-0256,Uttarakhand,RAJYA_SABHA,Sanitation,49314985.54,44116890.35,517,154,54.03,CTR-036,1,63,1.1293,1.0,DESERT,2024,63515376.0,109.86
MPLADS-0257,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Roads,17104573.33,13736070.51,252,239,100.0,CTR-193,9,46,1.2053,0.545,HILLY,2025,21888715.0,105.94
MPLADS-0258,Andaman and Nicobar Islands,RAJYA_SABHA,Sports Infrastructure,7746296.53,7363387.13,204,282,82.18,CTR-030,7,48,1.0931,0.7756,PLAIN,2023,9376102.6,83.07
MPLADS-0259,Tamil Nadu,LOK_SABHA,Electrification,36308770.41,35843451.0,147,147,100.0,CTR-096,4,0,1.2513,0.6578,PLAIN,2023,52350422.89,59.08
MPLADS-0260,Karnataka,LOK_SABHA,Electrification,45059201.81,46011056.58,282,403,89.52,CTR-078,3,38,1.0081,0.997,PLAIN,2023,51138925.82,89.24
MPLADS-0261,Goa,RAJYA_SABHA,Education,39278967.55,33278572.54,212,75,38.96,CTR-133,1,86,1.1051,1.0,HILLY,2025,46200829.78,93.66
MPLADS-0262,Bihar,RAJYA_SABHA,Roads,7753679.14,7274406.87,267,292,77.11,CTR-032,3,70,1.0825,0.1887,PLAIN,2024,8748461.87,80.83
MPLADS-0263,Puducherry,LOK_SABHA,Healthcare,46657366.54,44860934.99,506,722,87.86,CTR-130,10,50,1.1208,0.9317,HILLY,2023,68282157.0,136.01
MPLADS-0264,Maharashtra,RAJYA_SABHA,Electrification,13891711.62,13984260.77,271,143,42.94,CTR-133,1,76,1.3227,0.5304,COASTAL,2025,23016055.07,66.89
MPLADS-0265,Arunachal Pradesh,RAJYA_SABHA,Sanitation,39909363.55,33338221.27,511,397,47.42,CTR-075,10,48,1.0013,0.2096,PLAIN,2025,36406259.7,97.49
MPLADS-0266,Ladakh,RAJYA_SABHA,Healthcare,7587348.15,6851574.23,373,417,95.14,CTR-184,11,13,1.3357,0.5063,DESERT,2025,11868354.91,66.41
MPLADS-0267,Madhya Pradesh,LOK_SABHA,Electrification,39405357.66,37351231.97,294,44,4.94,CTR-018,2,53,1.0271,0.1456,PLAIN,2024,42069613.26,46.21
MPLADS-0268,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Other Public Assets,40622750.2,35982998.67,304,384,95.32,CTR-168,2,51,1.0978,0.0011,PLAIN,2025,41001232.03,47.06
MPLADS-0269,Arunachal Pradesh,LOK_SABHA,Other Public Assets,14749139.32,12036584.49,239,125,34.31,CTR-046,15,25,1.0832,0.8704,HILLY,2024,17571321.39,104.91
MPLADS-0270,West Bengal,RAJYA_SABHA,Education,44022291.84,36847023.87,456,12,2.55,CTR-070,7,69,1.2903,0.7521,PLAIN,2023,58592811.67,76.75
MPLADS-0271,Haryana,LOK_SABHA,Community Halls,21623125.08,21575192.68,214,188,85.43,CTR-183,7,30,1.1798,0.475,PLAIN,2024,29403393.65,63.41
MPLADS-0272,Assam,LOK_SABHA,Roads,2832683.37,2769576.63,443,190,34.9,CTR-088,4,90,0.9775,0.4429,PLAIN,2025,2844388.48,89.15
MPLADS-0273,Tamil Nadu,LOK_SABHA,Bridges,9398699.54,8507547.44,157,16,0.0,CTR-084,13,11,1.2346,0.0481,PLAIN,2024,11801944.35,57.22
MPLADS-0274,Chandigarh,LOK_SABHA,Roads,22522590.49,21344511.19,175,94,63.89,CTR-193,9,39,1.2487,0.4185,PLAIN,2025,31370588.24,52.52
MPLADS-0275,Sikkim,RAJYA_SABHA,Electrification,43508054.76,38740492.97,374,308,84.34,CTR-125,13,49,1.297,0.573,HILLY,2024,68230333.07,100.25
MPLADS-0276,Lakshadweep,RAJYA_SABHA,Bridges,26953738.14,27328431.89,164,185,100.0,CTR-036,1,28,0.9715,0.8237,COASTAL,2023,31612345.23,48.63
MPLADS-0277,Mizoram,LOK_SABHA,Electrification,27749283.7,29018851.58,524,539,100.0,CTR-081,15,48,1.2554,0.2644,HILLY,2025,49247158.0,146.35
MPLADS-0278,Manipur,LOK_SABHA,Other Public Assets,34200718.33,35018731.83,428,100,48.71,CTR-182,2,52,1.2061,0.9878,HILLY,2025,56054774.16,95.44
MPLADS-0279,Arunachal Pradesh,LOK_SABHA,Other Public Assets,37767847.28,31025426.43,236,216,94.37,CTR-150,0,45,1.2479,1.0,HILLY,2025,49392072.92,62.19
MPLADS-0280,Chandigarh,RAJYA_SABHA,Electrification,11560508.53,9356947.93,401,426,93.82,CTR-073,7,50,1.2964,0.2436,PLAIN,2024,13720387.02,86.75
MPLADS-0281,Chhattisgarh,LOK_SABHA,Sports Infrastructure,31460472.39,29253332.41,363,494,100.0,CTR-115,8,60,1.1535,0.7269,PLAIN,2025,39845817.1,87.9
MPLADS-0282,Telangana,RAJYA_SABHA,Sports Infrastructure,15362281.38,13065263.98,240,126,46.8,CTR-101,13,14,1.2384,0.174,PLAIN,2025,19360133.51,63.27
MPLADS-0283,Manipur,LOK_SABHA,Sports Infrastructure,27698653.59,22826415.33,499,654,95.82,CTR-177,11,45,1.177,0.6623,HILLY,2025,35881482.05,124.63
MPLADS-0284,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Electrification,41128579.16,38880974.04,388,299,89.02,CTR-188,6,49,1.2192,0.3321,PLAIN,2023,52878958.86,51.1
MPLADS-0285,Rajasthan,LOK_SABHA,Sanitation,30565579.94,25800423.41,99,106,100.0,CTR-041,2,17,1.3339,0.4925,PLAIN,2024,39559996.93,43.37
MPLADS-0286,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Community Halls,38969061.1,32311236.42,154,195,100.0,CTR-193,9,14,0.9609,0.1384,COASTAL,2023,34477532.0,69.09
MPLADS-0287,West Bengal,RAJYA_SABHA,Sanitation,13992145.25,12117689.83,341,304,80.16,CTR-177,11,67,1.2487,0.3023,PLAIN,2024,17510542.48,91.09
MPLADS-0288,Chhattisgarh,LOK_SABHA,Other Public Assets,13742868.57,12893082.95,99,35,41.51,CTR-128,12,33,1.1877,0.1477,PLAIN,2023,17431382.67,61.67
MPLADS-0289,West Bengal,LOK_SABHA,Sports Infrastructure,2756242.36,2501446.03,185,178,100.0,CTR-017,8,34,0.9558,0.1556,PLAIN,2024,2350352.08,47.48
MPLADS-0290,Madhya Pradesh,RAJYA_SABHA,Sports Infrastructure,27004553.29,28323786.9,170,248,88.44,CTR-136,4,0,1.088,0.1603,PLAIN,2023,32753773.4,34.63
MPLADS-0291,Tripura,LOK_SABHA,Healthcare,24421492.86,20197981.5,307,317,87.38,CTR-094,6,52,1.2945,0.8188,PLAIN,2025,30736078.37,48.68
MPLADS-0292,Tamil Nadu,RAJYA_SABHA,Sports Infrastructure,38123404.16,37201193.26,505,7,1.72,CTR-109,7,48,1.3295,0.979,COASTAL,2025,62911526.07,106.4
MPLADS-0293,Uttarakhand,RAJYA_SABHA,Sanitation,23071250.05,19174761.21,214,6,20.61,CTR-074,2,18,1.0638,0.2201,PLAIN,2024,21892956.97,18.39
MPLADS-0294,Mizoram,LOK_SABHA,Healthcare,25355573.04,23021896.81,157,128,100.0,CTR-155,6,31,1.1782,0.8082,PLAIN,2024,31608891.83,68.55
MPLADS-0295,Lakshadweep,LOK_SABHA,Electrification,7255273.14,7470365.6,123,9,9.9,CTR-006,13,26,1.2003,0.3577,COASTAL,2024,10810255.5,53.48
MPLADS-0296,Ladakh,RAJYA_SABHA,Roads,17757007.96,17442890.83,398,39,25.53,CTR-011,8,13,1.165,0.8383,HILLY,2023,26903630.07,87.33
MPLADS-0297,Delhi,RAJYA_SABHA,Other Public Assets,30215912.77,24813593.18,322,185,59.27,CTR-041,2,37,1.2953,0.0004,PLAIN,2024,36033663.63,37.96
MPLADS-0298,Odisha,LOK_SABHA,Education,14731066.3,14146205.51,230,250,100.0,CTR-056,0,72,1.128,0.3893,HILLY,2023,20250045.17,63.8
MPLADS-0299,Uttarakhand,RAJYA_SABHA,Healthcare,36187627.11,32193016.5,511,217,48.63,CTR-042,12,61,1.2257,0.7618,HILLY,2025,51911663.77,144.45
MPLADS-0300,Andhra Pradesh,RAJYA_SABHA,Sports Infrastructure,21691616.88,19660977.69,191,284,100.0,CTR-119,3,60,1.2746,0.6606,PLAIN,2024,28969598.91,57.54
MPLADS-0301,Arunachal Pradesh,LOK_SABHA,Electrification,2685184.87,2427134.71,303,358,93.99,CTR-196,1,51,1.0244,0.3472,HILLY,2024,2992943.25,64.44
MPLADS-0302,Nagaland,LOK_SABHA,Bridges,8192283.48,7646243.21,246,257,82.7,CTR-108,10,47,1.1539,0.3134,HILLY,2023,11941048.79,84.87
MPLADS-0303,Lakshadweep,LOK_SABHA,Electrification,21327015.84,20626955.95,128,161,89.71,CTR-194,5,21,1.2667,0.167,COASTAL,2023,32078765.44,59.14
MPLADS-0304,Gujarat,LOK_SABHA,Education,46028982.06,44313089.8,462,76,36.03,CTR-143,4,48,1.1313,0.8384,PLAIN,2025,55791597.76,63.49
